family,genus,table1,species,level,number,Remove
Cyclanthaceae,Asplundia,no,Asplundia moritziana,species,636.94,
Myrtaceae,Astartea,no,Astartea fascicularis,species,216,
Asteraceae,Aster,no,Aster oreophilus,species,1,yes
Asteraceae,Aster,no,Aster oreophilus,species,1,
Asteraceae,Aster,no,Aster oreophilus,species,1,yes
Asteraceae,Aster,no,Aster spp.,family,1,
Asteraceae,Aster,no,Aster vestitus,species,1,yes
Asteraceae,Aster,no,Aster vestitus,species,1,
Asteraceae,Aster,no,Aster vestitus,species,1,yes
Asteraceae,Aster,no,Aster yunnanensis,species,1,yes
Asteraceae,Aster,no,Aster yunnanensis,species,1,
Asteraceae,Aster,no,Aster yunnanensis,species,1,yes
Apiaceae,Asteriscium,no,Asteriscium aemocarpon,species,2,
Asteropeiaceae,Asteropeia,no,Asteropeia spp.,genus,1,
Fabaceae,Astragalus,no,Astragalus americanus,species,6.8,yes
Fabaceae,Astragalus,no,Astragalus americanus,species,6.8,yes
Fabaceae,Astragalus,no,Astragalus americanus,species,6.8,
Fabaceae,Astragalus,no,Astragalus clevelandii,species,4,
Fabaceae,Astragalus,no,Astragalus clevelandii,species,4,yes
Fabaceae,Astragalus,no,Astragalus cymbicarpos,species,22.93056,
Fabaceae,Astragalus,no,Astragalus cymbicarpos,species,21.83,
Fabaceae,Astragalus,no,Astragalus cymbicarpos,species,24.61,
Fabaceae,Astragalus,no,Astragalus cymbicarpos,species,23.22,
Fabaceae,Astragalus,no,Astragalus echinus,species,2.000388,
Fabaceae,Astragalus,no,Astragalus edulis,species,5.925874,
Fabaceae,Astragalus,no,Astragalus edulis,species,5.93,
Fabaceae,Astragalus,no,Astragalus edulis,species,5.93,yes
Fabaceae,Astragalus,no,Astragalus gines-lopezii,species,21.8022,
Fabaceae,Astragalus,no,Astragalus glaux,species,2,
Fabaceae,Astragalus,no,Astragalus glycyphyllos,species,19.25206,
Fabaceae,Astragalus,no,Astragalus glycyphyllos,species,22,
Fabaceae,Astragalus,no,Astragalus hamosus,species,24.01546,
Fabaceae,Astragalus,no,Astragalus hamosus,species,NA,
Fabaceae,Astragalus,no,Astragalus hamosus,species,25.1,
Fabaceae,Astragalus,no,Astragalus looseri,species,6.88,
Fabaceae,Astragalus,no,Astragalus pullus,species,5.99791076,yes
Fabaceae,Astragalus,no,Astragalus pullus,species,6,
Fabaceae,Astragalus,no,Astragalus pullus,species,5.60969468,
Fabaceae,Astragalus,no,Astragalus pullus,species,6,yes
Fabaceae,Astragalus,no,Astragalus rattanii,species,8,
Fabaceae,Astragalus,no,Astragalus rattanii,species,8.2,yes
Fabaceae,Astragalus,no,Astragalus stella,species,2,
Fabaceae,Astragalus,no,Astragalus striatus,species,11.6,yes
Fabaceae,Astragalus,no,Astragalus striatus,species,11.6,yes
Fabaceae,Astragalus,no,Astragalus striatus,species,11.6,
Fabaceae,Astragalus,no,Astragalus vesiculosus,species,10,
Arecaceae,Astrocaryum,no,Astrocaryum vulgare,species,12,
Cactaceae,Astrophytum,no,Astrophytum ornatum,species,115,
Acanthaceae,Asystasia,no,Asystasia spp.,genus,4,
Rutaceae,Atalantia,no,Atalantia spp.,genus,5.25,
Sapindaceae,Atalaya,no,Atalaya calcicola,species,3,yes
Sapindaceae,Atalaya,no,Atalaya calcicola,species,3,
Brassicaceae,Atelanthera,no,Atelanthera spp.,genus,17.5,
Fabaceae,Ateleia,no,Ateleia gummifera,species,2,
Fabaceae,Aubrevillea,no,Aubrevillea kerstingii,species,2.5,
Orobanchaceae,Aureolaria,no,Aureolaria pedicularia,species,210,
Austrobaileyaceae,Austrobaileya,no,Austrobaileya spp.,genus,7,
Oxalidaceae,Averrhoa,no,Averrhoa carambola,species,NA,
Oxalidaceae,Averrhoa,no,Averrhoa carambola,species,20,
Oxalidaceae,Averrhoa,no,Averrhoa carambola,species,NA,
Acanthaceae,Avicennia,no,Avicennia marina,species,4,
Acanthaceae,Avicennia,no,Avicennia marina,species,4,
Salicaceae,Azara,no,Azara serrata,species,137,
Apiaceae,Azorella,no,Azorella echinus,species,1.99986187,yes
Apiaceae,Azorella,no,Azorella echinus,species,2,
Apiaceae,Azorella,no,Azorella madreporica,species,2,
Apiaceae,Azorella,no,Azorella monantha,species,1.99986187,yes
Apiaceae,Azorella,no,Azorella monantha,species,2,
Phyllanthaceae,Baccaurea,no,Baccaurea ramiflora,species,6,
Plantaginaceae,Bacopa,no,Bacopa spp.,genus,NA,
Brassicaceae,Baimashania,no,Baimashania spp.,genus,9,
Zygophyllaceae,Balanites,no,Balanites aegyptiaca,species,5,
Balanopaceae,Balanops,no,Balanops spp.,genus,1,
Francoaceae,Balbisia,no,Balbisia gracilis,species,6,
Poaceae,Bambusa,no,Bambusa spp.,family,1,
Malpighiaceae,Banisteriopsis,no,Banisteriopsis spp.,genus,3,
Proteaceae,Banksia,no,Banksia coccinea,species,2,
Proteaceae,Banksia,no,Banksia ericifolia,species,2,
Proteaceae,Banksia,no,Banksia formosa,species,2,
Proteaceae,Banksia,no,Banksia heliantha,species,2,
Proteaceae,Banksia,no,Banksia nana,species,2,
Velloziaceae,Barbacenia,no,Barbacenia spp.,genus,NA,
Brassicaceae,Barbarea,no,Barbarea spp.,genus,25,
Barbeyaceae,Barbeya,no,Barbeya spp.,genus,NA,
Barbeyaceae,Barbeya,no,Barbeya spp.,genus,1,
Fabaceae,Barbieria,no,Barbieria pinnata,species,NA,
Nymphaeaceae,Barclaya,no,Barclaya spp.,genus,NA,
Acanthaceae,Barleria,no,Barleria spp.,genus,4,
Asteraceae,Barnadesia,no,Barnadesia spp.,family,1,
Asparagaceae,Barnardia,no,Barnardia spp.,genus,4.5,
Orobanchaceae,Bartsia,no,Bartsia alpina,species,93.9,
Orobanchaceae,Bartsia,no,Bartsia spp.,genus,100,
Bataceae,Batis,no,Batis spp.,genus,4,
Cunoniaceae,Bauera,no,Bauera spp.,genus,5,
Begoniaceae,Begonia,no,Begonia spp.,genus,187.5,
Asparagaceae,Behnia,no,Behnia spp.,family,11.25,
Lauraceae,Beilschmiedia,no,Beilschmiedia spp.,genus,1,
Salicaceae,Bennettiodendron,no,Bennettiodendron spp.,genus,7.5,
Asteraceae,Berardia,no,Berardia lanuginosa,species,1,
Berberidaceae,Berberis,no,Berberis corymbosa,species,4,
Berberidaceae,Berberis,no,Berberis empetrifolia,species,12.64,
Berberidaceae,Berberis,no,Berberis montana,species,4.24,
Berberidaceae,Berberis,no,Berberis nigricans,species,3,
Rhamnaceae,Berchemia,no,Berchemia spp.,genus,2,
Rhamnaceae,Berchemiella,no,Berchemiella spp.,genus,2,
Francoaceae,Bersama,no,Bersama spp.,genus,4.5,
Brassicaceae,Berteroa,no,Berteroa spp.,genus,10,
Lecythidaceae,Bertholletia,no,Bertholletia excelsa,species,22.5,
Bruniaceae,Berzelia,no,Berzelia spp.,genus,1,
Gesneriaceae,Besleria,no,Besleria triflora,species,2975,yes
Gesneriaceae,Besleria,no,Besleria triflora,species,2975,
Gesneriaceae,Besleria,no,Besleria triflora,species,2975,yes
Betulaceae,Betula,no,Betula papyrifera,species,2,
Betulaceae,Betula,no,Betula papyrifera,species,2,yes
Betulaceae,Betula,no,Betula spp.,genus,4,
Betulaceae,Betula,no,Betula spp.,family,2,
Fabaceae,Biancaea,no,Biancaea decapetala,species,7.5,
Fabaceae,Biancaea,no,Biancaea millettii,species,1,
Fabaceae,Biancaea,no,Biancaea sappan,species,4.5,
Pittosporaceae,Billardiera,no,Billardiera spp.,genus,80,
Bromeliaceae,Billbergia,no,Billbergia spp.,genus,NA,
Oxalidaceae,Biophytum,no,Biophytum dendroides,species,NA,
Oxalidaceae,Biophytum,no,Biophytum dendroides,species,NA,
Brassicaceae,Biscutella,no,Biscutella didyma,species,2,
Fabaceae,Biserrula,no,Biserrula epiglottis,species,3.88172,
Fabaceae,Biserrula,no,Biserrula epiglottis,species,4.03,
Fabaceae,Biserrula,no,Biserrula epiglottis,species,4.31,
Fabaceae,Biserrula,no,Biserrula epiglottis,species,4.17,
Fabaceae,Biserrula,no,Biserrula pelecinus,species,15.71951,
Fabaceae,Bituminaria,no,Bituminaria bituminosa,species,1,
Bixaceae,Bixa,no,Bixa spp.,family,NA,
Bixaceae,Bixa,no,Bixa spp.,genus,NA,
Blandfordiaceae,Blandfordia,no,Blandfordia grandiflora,species,152.6,
Blandfordiaceae,Blandfordia,no,Blandfordia grandiflora,species,152.756606,yes
Blandfordiaceae,Blandfordia,no,Blandfordia grandiflora,species,145.33,
Blandfordiaceae,Blandfordia,no,Blandfordia grandiflora,species,152.6,yes
Blandfordiaceae,Blandfordia,no,Blandfordia spp.,genus,NA,
Loasaceae,Blumenbachia,no,Blumenbachia dissecta,species,89.22,
Urticaceae,Boehmeria,no,Boehmeria excelsa,species,1,
Urticaceae,Boehmeria,no,Boehmeria excelsa,species,1,
Rutaceae,Boenninghausenia,no,Boenninghausenia spp.,genus,NA,
Onagraceae,Boisduvalia,no,Boisduvalia densiflora,species,4,
Onagraceae,Boisduvalia,no,Boisduvalia densiflora,species,NA,
Alstroemeriaceae,Bomarea,no,Bomarea spp.,genus,NA,
Malvaceae,Bombax,no,Bombax ceiba,species,160,
Malvaceae,Bombax,no,Bombax ceiba,species,360,
Malvaceae,Bombax,no,Bombax ceiba,species,160,yes
Malvaceae,Bombax,no,Bombax spp.,genus,NA,
Malvaceae,Bombax,no,Bombax spp.,genus,NA,
Sapindaceae,Boniodendron,no,Boniodendron spp.,genus,7.5,
Calyceraceae,Boopis,no,Boopis spp.,genus,1,
Boraginaceae,Borago,no,Borago spp.,genus,4,
Boraginaceae,Borago,no,Borago spp.,family,4,
Boryaceae,Borya,no,Borya spp.,genus,NA,
Burseraceae,Boswellia,no,Boswellia serrata,species,3,
Burseraceae,Boswellia,no,Boswellia serrata,species,3,yes
Verbenaceae,Bouchea,no,Bouchea spp.,genus,4,
Nyctaginaceae,Bougainvillea,no,Bougainvillea spp.,genus,1,
Poaceae,Bouteloua,no,Bouteloua spp.,family,1,
Asparagaceae,Bowiea,no,Bowiea spp.,genus,5,
Malvaceae,Brachychiton,no,Brachychiton australis,species,218,yes
Malvaceae,Brachychiton,no,Brachychiton australis,species,218,
Malvaceae,Brachychiton,no,Brachychiton chillagoensis,species,119,yes
Malvaceae,Brachychiton,no,Brachychiton chillagoensis,species,119,
Orobanchaceae,Brandisia,no,Brandisia hancei,species,405.5,
Cabombaceae,Brasenia,no,Brasenia schreberi,species,24,
Cabombaceae,Brasenia,no,Brasenia schreberi,species,2,
Brassicaceae,Brassica,no,Brassica aucheri,species,7.9,
Brassicaceae,Brassica,no,Brassica juncea,species,18,
Brassicaceae,Brassica,no,Brassica napus,species,30.9029543,yes
Brassicaceae,Brassica,no,Brassica napus,species,30.9,
Brassicaceae,Brassica,no,Brassica napus,species,24.3,
Brassicaceae,Brassica,no,Brassica nigra,species,6.5,
Brassicaceae,Brassica,no,Brassica nigra,species,5.8,
Brassicaceae,Brassica,no,Brassica rapa,species,28.4,
Brassicaceae,Brassica,no,Brassica rapa,species,27,
Brassicaceae,Brassica,no,Brassica rapa,species,24.8,
Brassicaceae,Brassica,no,Brassica rapa,species,25.2,
Brassicaceae,Braya,no,Braya spp.,genus,15,
Akaniaceae,Bretschneidera,no,Bretschneidera spp.,family,8,
Akaniaceae,Bretschneidera,no,Bretschneidera spp.,genus,6,
Celastraceae,Brexia,no,Brexia spp.,genus,NA,
Phyllanthaceae,Breynia,no,Breynia androgyna,species,6,
Phyllanthaceae,Breynia,no,Breynia fruticosa,species,6,yes
Phyllanthaceae,Breynia,no,Breynia fruticosa,species,6,
Phyllanthaceae,Breynia,no,Breynia fruticosa,species,6,
Phyllanthaceae,Breynia,no,Breynia oblongifolia,species,6,
Phyllanthaceae,Breynia,no,Breynia spatulifolia,species,6,
Phyllanthaceae,Breynia,no,Breynia vitis-idaea,species,6,yes
Phyllanthaceae,Breynia,no,Breynia vitis-idaea,species,6,
Phyllanthaceae,Breynia,no,Breynia vitis-idaea,species,6,yes
Phyllanthaceae,Bridelia,no,Bridelia insulana,species,2,
Phyllanthaceae,Bridelia,no,Bridelia leichhardtii,species,4,yes
Phyllanthaceae,Bridelia,no,Bridelia leichhardtii,species,4,
Phyllanthaceae,Bridelia,no,Bridelia tomentosa,species,4,yes
Phyllanthaceae,Bridelia,no,Bridelia tomentosa,species,4,
Asparagaceae,Brodiaea,no,Brodiaea elegans,species,28,
Asparagaceae,Brodiaea,no,Brodiaea elegans,species,28.2,yes
Bromeliaceae,Bromelia,no,Bromelia spp.,family,1,
Poaceae,Bromus,no,Bromus inermis,species,1,
Rhizophoraceae,Bruguiera,no,Bruguiera cylindrica,species,5,
Rhizophoraceae,Bruguiera,no,Bruguiera cylindrica,species,5.5,
Rhizophoraceae,Bruguiera,no,Bruguiera exaristata,species,6,
Rhizophoraceae,Bruguiera,no,Bruguiera parviflora,species,6,
Rhizophoraceae,Bruguiera,no,Bruguiera spp.,genus,6,
Rhizophoraceae,Bruguiera,no,Bruguiera spp.,genus,12,
Brunelliaceae,Brunellia,no,Brunellia standleyana,species,NA,
Brunelliaceae,Brunellia,no,Brunellia standleyana,species,9,
Orobanchaceae,Buchnera,no,Buchnera spp.,genus,100,
Asphodelaceae,Bulbine,no,Bulbine spp.,family,15,
Zygophyllaceae,Bulnesia,no,Bulnesia retamo,species,55,
Brassicaceae,Bunias,no,Bunias spp.,genus,3,
Colchicaceae,Burchardia,no,Burchardia umbellata,species,31.2,yes
Colchicaceae,Burchardia,no,Burchardia umbellata,species,31.1888958,yes
Colchicaceae,Burchardia,no,Burchardia umbellata,species,31.2,yes
Colchicaceae,Burchardia,no,Burchardia umbellata,species,31.2,
Colchicaceae,Burchardia,no,Burchardia umbellata,species,31.2,yes
Fabaceae,Burkea,no,Burkea africana,species,1.6,
Burmanniaceae,Burmannia,no,Burmannia spp.,genus,NA,
Pittosporaceae,Bursaria,no,Bursaria incana,species,31,yes
Pittosporaceae,Bursaria,no,Bursaria incana,species,31,
Burseraceae,Bursera,no,Bursera spp.,genus,2,
Fabaceae,Butea,no,Butea monosperma,species,5.43,yes
Fabaceae,Butea,no,Butea monosperma,species,5.43,
Buxaceae,Buxus,no,Buxus spp.,genus,6,
Buxaceae,Buxus,no,Buxus spp.,genus,6,
Byblidaceae,Byblis,no,Byblis spp.,genus,NA,
Cabombaceae,Cabomba,no,Cabomba caroliniana,species,9.03,
Cabombaceae,Cabomba,no,Cabomba caroliniana,species,9.03,yes
Cabombaceae,Cabomba,no,Cabomba caroliniana,species,3,
Rubiaceae,Caelospermum,no,Caelospermum paniculatum,species,4,
Fabaceae,Caesalpinia,no,Caesalpinia crista,species,2,
Fabaceae,Caesalpinia,no,Caesalpinia pulcherrima,species,7.5,
Fabaceae,Cajanus,no,Cajanus cajan,species,4.8,
Fabaceae,Cajanus,no,Cajanus spp.,genus,5,
Arecaceae,Calamus,no,Calamus spp.,genus,3,
Montiaceae,Calandrinia,no,Calandrinia affinis,species,65.36,
Montiaceae,Calandrinia,no,Calandrinia caespitosa,species,55.54,
Marantaceae,Calathea,no,Calathea casupito,species,3,
Marantaceae,Calathea,no,Calathea spp.,genus,1,
Alismataceae,Caldesia,no,Caldesia parnassifolia,species,6.35,
Dasypogonaceae,Calectasia,no,Calectasia spp.,genus,3,
Brassicaceae,Calepina,no,Calepina irregularis,species,1,
Fabaceae,Calicotome,no,Calicotome villosa,species,9,yes
Fabaceae,Calicotome,no,Calicotome villosa,species,9,
Lamiaceae,Callicarpa,no,Callicarpa spp.,genus,4,
Plantaginaceae,Callitriche,no,Callitriche hermaphroditica,species,4,
Plantaginaceae,Callitriche,no,Callitriche spp.,genus,4,
Ericaceae,Calluna,no,Calluna vulgaris,species,30.6,
Ericaceae,Calluna,no,Calluna vulgaris,species,30.6196343,yes
Ericaceae,Calluna,no,Calluna vulgaris,species,30.6,yes
Ericaceae,Calluna,no,Calluna vulgaris,species,31.1,
Ericaceae,Calluna,no,Calluna vulgaris,species,30.6,yes
Ericaceae,Calluna,no,Calluna vulgaris,species,30.6,yes
Liliaceae,Calochortus,no,Calochortus amabilis,species,100,
Liliaceae,Calochortus,no,Calochortus amabilis,species,100,yes
Liliaceae,Calochortus,no,Calochortus luteus,species,88,
Liliaceae,Calochortus,no,Calochortus luteus,species,87.777778,yes
Calophyllaceae,Calophyllum,no,Calophyllum spp.,genus,1,
Amaryllidaceae,Calostemma,no,Calostemma spp.,genus,2,
Apocynaceae,Calotropis,no,Calotropis procera,species,570,
Apocynaceae,Calotropis,no,Calotropis procera,species,458.787879,
Apocynaceae,Calotropis,no,Calotropis procera,species,183.2,
Fabaceae,Calpocalyx,no,Calpocalyx brevibracteatus,species,7.4,
Fabaceae,Calpocalyx,no,Calpocalyx dinklagei,species,5.9,
Ranunculaceae,Caltha,no,Caltha palustris,species,109,
Calycanthaceae,Calycanthus,no,Calycanthus spp.,genus,NA,
Orchidaceae,Calypso,no,Calypso bulbosa,species,15840,
Convolvulaceae,Calystegia,no,Calystegia purpurata,species,4,
Convolvulaceae,Calystegia,no,Calystegia purpurata,species,4,yes
Convolvulaceae,Calystegia,no,Calystegia soldanella,species,4,
Convolvulaceae,Calystegia,no,Calystegia soldanella,species,4,yes
Myrtaceae,Calytrix,no,Calytrix aurea,species,2,
Myrtaceae,Calytrix,no,Calytrix brevifolia,species,2,
Myrtaceae,Calytrix,no,Calytrix flavescens,species,2,
Myrtaceae,Calytrix,no,Calytrix fraseri,species,2,
Myrtaceae,Calytrix,no,Calytrix leschenaultii,species,2,
Brassicaceae,Camelina,no,Camelina spp.,genus,16.5,
Theaceae,Camellia,no,Camellia oleifera,species,22.5,
Theaceae,Camellia,no,Camellia pubipetala,species,9.2,
Theaceae,Camellia,no,Camellia spp.,genus,10,
Onagraceae,Camissonia,no,Camissonia tanacetifolia,species,111.5,
Campanulaceae,Campanula,no,Campanula rapunculus,species,361.409863,yes
Campanulaceae,Campanula,no,Campanula rapunculus,species,361.4,
Campanulaceae,Campanula,no,Campanula rapunculus,species,361.4,yes
Campanulaceae,Campanula,no,Campanula rotundifolia,species,259.2,yes
Campanulaceae,Campanula,no,Campanula rotundifolia,species,NA,
Campanulaceae,Campanula,no,Campanula rotundifolia,species,259.2,
Bignoniaceae,Campsis,no,Campsis grandiflora,species,400,
Bignoniaceae,Campsis,no,Campsis radicans,species,804,
Bignoniaceae,Campsis,no,Campsis radicans,species,571,
Nyssaceae,Camptotheca,no,Camptotheca spp.,genus,1,
Ochnaceae,Campylospermum,no,Campylospermum spp.,genus,5,
Burseraceae,Canarium,no,Canarium australianum,species,3,yes
Burseraceae,Canarium,no,Canarium australianum,species,3,
Burseraceae,Canarium,no,Canarium strictum,species,4984,
Fabaceae,Canavalia,no,Canavalia gladiata,species,10,
Canellaceae,Canella,no,Canella spp.,genus,5,
Cannaceae,Canna,no,Canna spp.,family,NA,
Cannabaceae,Cannabis,no,Cannabis spp.,genus,1,
Capparaceae,Capparis,no,Capparis arborea,species,197,yes
Capparaceae,Capparis,no,Capparis arborea,species,197,
Capparaceae,Capparis,no,Capparis canescens,species,93,yes
Capparaceae,Capparis,no,Capparis canescens,species,93,
Capparaceae,Capparis,no,Capparis lasiantha,species,18,yes
Capparaceae,Capparis,no,Capparis lasiantha,species,NA,
Capparaceae,Capparis,no,Capparis lasiantha,species,18,
Brassicaceae,Capsella,no,Capsella bursa-pastoris,species,21.86,
Brassicaceae,Capsella,no,Capsella grandiflora,species,17.74,
Brassicaceae,Capsella,no,Capsella rubella,species,18.6,
Brassicaceae,Capsella,no,Capsella spp.,genus,30,
Solanaceae,Capsicum,no,Capsicum annuum,species,111.51,
Fabaceae,Caragana,no,Caragana arborescens,species,17.6,yes
Fabaceae,Caragana,no,Caragana arborescens,species,17.6,
Rhizophoraceae,Carallia,no,Carallia spp.,genus,8,
Meliaceae,Carapa,no,Carapa procera,species,25,
Meliaceae,Carapa,no,Carapa spp.,family,NA,
Brassicaceae,Cardamine,no,Cardamine angustata,species,27,
Brassicaceae,Cardamine,no,Cardamine angustata,species,6.9,
Brassicaceae,Cardamine,no,Cardamine hirsuta,species,20,
Brassicaceae,Cardamine,no,Cardamine volckmannii,species,16.64,
Liliaceae,Cardiocrinum,no,Cardiocrinum cordatum,species,642,
Liliaceae,Cardiocrinum,no,Cardiocrinum spp.,genus,NA,
Sapindaceae,Cardiospermum,no,Cardiospermum spp.,genus,3,
Asteraceae,Carduus,no,Carduus baeocephalus,species,1,
Cyperaceae,Carex,no,Carex arctata,species,1,
Cyperaceae,Carex,no,Carex hirtifolia,species,1,
Cyperaceae,Carex,no,Carex laxiflora,species,1,
Cyperaceae,Carex,no,Carex pedunculata,species,1,
Cyperaceae,Carex,no,Carex pensylvanica,species,1,
Cyperaceae,Carex,no,Carex plantaginea,species,1,
Cyperaceae,Carex,no,Carex scabrata,species,1,
Cyperaceae,Carex,no,Carex spp.,genus,1,
Caricaceae,Carica,no,Carica papaya,species,493,
Caricaceae,Carica,no,Carica papaya,species,493,yes
Caricaceae,Carica,no,Carica spp.,genus,NA,
Hydrangeaceae,Carpenteria,no,Carpenteria spp.,genus,NA,
Betulaceae,Carpinus,no,Carpinus spp.,family,2,
Aizoaceae,Carpobrotus,no,Carpobrotus acinaciformis,species,1267.95,
Aizoaceae,Carpobrotus,no,Carpobrotus edulis,species,1306.41,
Brassicaceae,Carrichtera,no,Carrichtera annua,species,5,
Salicaceae,Carrierea,no,Carrierea spp.,genus,NA,
Asteraceae,Carthamus,no,Carthamus spp.,family,1,
Juglandaceae,Carya,no,Carya spp.,genus,1,
Juglandaceae,Carya,no,Carya spp.,genus,1,
Caryocaraceae,Caryocar,no,Caryocar spp.,genus,10,
Caryocaraceae,Caryocar,no,Caryocar spp.,genus,5,
Lauraceae,Caryodaphnopsis,no,Caryodaphnopsis spp.,genus,1,
Lamiaceae,Caryopteris,no,Caryopteris spp.,genus,4,
Arecaceae,Caryota,no,Caryota spp.,genus,9,
Salicaceae,Casearia,no,Casearia spp.,genus,NA,
Celastraceae,Cassine,no,Cassine kedarnathii,species,4,
Lauraceae,Cassytha,no,Cassytha spp.,genus,1,
Fagaceae,Castanea,no,Castanea spp.,family,15,
Fagaceae,Castanopsis,no,Castanopsis spp.,family,6,
Orobanchaceae,Castilleja,no,Castilleja foliolosa,species,166,
Orobanchaceae,Castilleja,no,Castilleja foliolosa,species,166,yes
Orobanchaceae,Castilleja,no,Castilleja miniata,species,129.7,yes
Orobanchaceae,Castilleja,no,Castilleja miniata,species,129.7,
Orobanchaceae,Castilleja,no,Castilleja rubicundula,species,80,
Orobanchaceae,Castilleja,no,Castilleja rubicundula,species,80,yes
Bignoniaceae,Catalpa,no,Catalpa spp.,genus,NA,
Apocynaceae,Catharanthus,no,Catharanthus spp.,genus,NA,
Berberidaceae,Caulophyllum,no,Caulophyllum spp.,genus,2,
Vitaceae,Causonis,no,Causonis trifolia,species,4,
Rhamnaceae,Ceanothus,no,Ceanothus spp.,genus,3.75,
Meliaceae,Cedrela,no,Cedrela spp.,genus,55,
Malvaceae,Ceiba,no,Ceiba aesculifolia,species,120,
Malvaceae,Ceiba,no,Ceiba aesculifolia,species,120,yes
Amaranthaceae,Celosia,no,Celosia argentea,species,9.53,
Amaranthaceae,Celosia,no,Celosia spp.,genus,NA,
Cannabaceae,Celtis,no,Celtis paniculata,species,1,
Cannabaceae,Celtis,no,Celtis paniculata,species,1,
Malvaceae,Cenocentrum,no,Cenocentrum spp.,genus,NA,
Asteraceae,Centaurea,no,Centaurea melitensis,species,1,
